,h_index,r_index,t_idnex
4252,296,16,7121
4253,296,16,7122
4254,296,16,7123
4255,296,16,7124
4256,296,19,7125
4257,296,18,7126
4258,300,10,7127
4259,300,5,7128
4260,300,10,6691
4261,302,4,7129
4262,308,16,6145
4263,308,8,3824
4264,308,16,7130
4265,308,16,7131
4266,308,16,7132
4267,308,19,6982
4268,308,19,4155
4269,308,19,7133
4270,308,10,4530
4271,308,19,4554
4272,308,19,4568
4273,308,19,7134
4274,308,19,4614
4275,308,19,4777
4276,308,9,6609
4277,308,16,7135
4278,308,19,6987
4279,308,19,6988
4280,308,19,7136
4281,308,19,7137
4282,308,16,7138
4283,308,16,7139
4284,308,19,5496
4285,308,19,5509
4286,308,16,6243
4287,308,16,7140
4288,308,16,7141
4289,308,9,7141
4290,308,19,7142
4291,309,16,7143
4292,309,16,7144
4293,309,16,7145
4294,309,16,7146
4295,309,16,7147
4296,309,16,7148
4297,309,8,7148
4298,309,19,7149
4299,309,16,7150
4300,309,16,7151
4301,309,5,7151
4302,309,16,7152
4303,309,16,7153
4304,309,8,7154
4305,309,8,7155
4306,309,16,7156
4307,309,19,7157
4308,309,16,7158
4309,309,16,7159
4310,309,16,7160
4311,309,16,7161
4312,309,16,7162
4313,309,8,7162
4314,312,9,7163
4315,312,32,7163
4316,312,8,7164
4317,312,3,7165
4318,312,28,7165
4319,312,32,7166
4320,317,55,7152
4321,317,55,5285
4322,317,56,7167
4323,321,16,7168
4324,321,16,7169
4325,321,19,4079
4326,321,4,7170
4327,321,19,7171
4328,321,19,6982
4329,321,19,7172
4330,321,4,7173
4331,321,16,7174
4332,321,17,7174
4333,321,19,4554
4334,321,19,4568
4335,321,19,4612
4336,321,19,7175
4337,321,19,4777
4338,321,19,4778
4339,321,6,4900
4340,321,19,7176
4341,321,4,7177
4342,321,4,7178
4343,321,19,5476
4344,321,19,5482
4345,321,19,7097
4346,321,19,5496
4347,321,19,5509
4348,321,19,7179
4349,321,19,7180
4350,321,4,7181
4351,321,19,7182
4352,321,4,7183
4353,322,16,7184
4354,322,18,7185
4355,322,18,7186
4356,322,19,7187
4357,322,16,7188
4358,322,19,7189
4359,322,16,7190
4360,322,19,4029
4361,322,16,7191
4362,322,21,4035
4363,322,17,7191
4364,322,19,4065
4365,322,19,4099
4366,322,19,4103
4367,322,16,7192
4368,322,19,7193
4369,322,19,4127
4370,322,19,4152
4371,322,19,4155
4372,322,19,6564
4373,322,16,7194
4374,322,16,7195
4375,322,16,7196
4376,322,16,7197
4377,322,16,7198
4378,322,16,7199
4379,322,16,7200
4380,322,19,7035
4381,322,16,6169
4382,322,19,4433
4383,322,16,7201
4384,322,8,7201
4385,322,19,4554
4386,322,19,4558
4387,322,19,4563
4388,322,19,4568
4389,322,19,6062
4390,322,19,4612
4391,322,19,4777
4392,322,19,4780
4393,322,16,7202
4394,322,8,7203
4395,322,16,7203
4396,322,19,6069
4397,322,19,6987
4398,322,19,7176
4399,322,19,5004
4400,322,16,7204
4401,322,8,7204
4402,322,9,7063
4403,322,16,7205
4404,322,16,7206
4405,322,19,5232
4406,322,18,7207
4407,322,16,6218
4408,322,16,7208
4409,322,9,7209
4410,322,9,7210
4411,322,16,7211
4412,322,30,7212
4413,322,16,7213
4414,322,19,7214
4415,322,16,7215
4416,322,16,7216
4417,322,16,7217
4418,322,19,7218
4419,322,19,5476
4420,322,19,7097
4421,322,19,5491
4422,322,19,5496
4423,322,19,5501
4424,322,19,5509
4425,322,19,5519
4426,322,19,7219
4427,322,18,3808
4428,322,6,3808
4429,322,16,7220
4430,322,19,7221
4431,322,19,7222
4432,322,19,7223
4433,322,16,7224
4434,322,16,7225
4435,322,16,6978
4436,322,19,7226
4437,322,16,7227
4438,322,16,7228
4439,322,16,7229
4440,322,17,7229
4441,322,19,7230
4442,322,18,7231
4443,322,16,7232
4444,322,19,7233
4445,322,16,7234
4446,322,19,7235
4447,322,16,7236
4448,322,16,6267
4449,322,16,7237
4450,322,16,7238
4451,322,19,7239
4452,325,8,4007
4453,325,9,5039
4454,325,9,5045
4455,325,8,5092
4456,325,3,5129
4457,325,9,5230
4458,325,3,5657
4459,325,3,5730
4460,325,3,5797
4461,325,7,5798
4462,325,8,5802
4463,325,3,5804
4464,325,9,5989
4465,325,8,5993
4466,332,10,3820
4467,332,8,7240
4468,332,3,4274
4469,332,3,4275
4470,332,3,4276
4471,332,3,4277
4472,332,3,4278
4473,332,3,4279
4474,332,3,4280
4475,332,3,4282
4476,332,3,4283
4477,332,3,4284
4478,332,3,4285
4479,332,3,4286
4480,332,3,4287
4481,332,3,4288
4482,332,3,4289
4483,332,3,4290
4484,332,3,4291
4485,332,3,4294
4486,332,3,4295
4487,332,3,4296
4488,332,3,4297
4489,332,3,4298
4490,332,3,4300
4491,332,3,4301
4492,332,3,4302
4493,332,3,4303
4494,332,3,4304
4495,332,3,4305
4496,332,3,4306
4497,332,3,4307
4498,332,3,4308
4499,332,3,4309
4500,332,3,4311
4501,332,3,4312
4502,332,3,4313
4503,332,3,4314
4504,332,3,4315
4505,332,3,4316
4506,332,3,4317
4507,332,3,4318
4508,332,3,4329
4509,332,3,4330
4510,332,3,4331
4511,332,3,4332
4512,332,3,4339
4513,332,3,4340
4514,332,3,4341
4515,332,3,4342
4516,332,3,4343
4517,332,3,4344
4518,332,3,4345
4519,332,3,4346
4520,332,3,4347
4521,332,3,4353
4522,332,3,4354
4523,332,3,4368
4524,332,3,4370
4525,332,3,4371
4526,332,3,4374
4527,332,3,4377
4528,332,7,4543
4529,332,5,4682
4530,332,8,4966
4531,332,3,5075
4532,332,3,5298
4533,332,3,5461
4534,332,27,5669
4535,332,10,5672
4536,332,30,7241
4537,334,25,3918
4538,336,4,7242
4539,336,4,7243
4540,340,41,7244
4541,340,41,7245
4542,340,41,7246
4543,341,3,3918
4544,341,3,4351
4545,341,9,4918
4546,341,3,7247
4547,341,8,5555
4548,341,8,5585
4549,341,9,5636
4550,341,8,5884
4551,343,3,3832
4552,343,3,4917
4553,343,3,4940
4554,343,8,5021
4555,343,3,5082
4556,343,3,5169
4557,343,3,5294
4558,343,3,5358
4559,343,3,5702
4560,343,10,5842
4561,354,3,4260
4562,354,3,4379
4563,354,3,4380
4564,354,3,4381
4565,354,3,4382
4566,354,3,4383
4567,354,3,4384
4568,354,3,4385
4569,354,3,4386
4570,354,3,4387
4571,354,3,4388
4572,354,3,4389
4573,354,3,4390
4574,354,3,4391
4575,354,3,4392
4576,354,3,4393
4577,354,3,4394
4578,354,3,4395
4579,354,3,4396
4580,354,3,4398
4581,354,3,4399
4582,354,3,5207
4583,354,6,5630
4584,354,6,5888
4585,359,55,7248
4586,360,8,3898
4587,360,8,3953
4588,360,9,4163
4589,360,8,7249
4590,360,8,4991
4591,360,8,5045
4592,360,8,5354
4593,360,8,5429
4594,360,8,7250
4595,360,8,5597
4596,360,9,5597
4597,360,9,5600
4598,360,32,5600
4599,360,8,5656
4600,360,8,5960
4601,360,9,5960
4602,360,8,5976
4603,360,9,5976
4604,361,12,3934
4605,361,12,5303
4606,363,27,3932
4607,363,27,3937
4608,363,3,4538
4609,363,10,5726
4610,369,10,5258
4611,369,10,5291
4612,375,25,3800
4613,375,57,4997
4614,381,58,5151
4615,385,9,3825
4616,385,8,5250
4617,389,11,5828
4618,393,16,7251
4619,393,16,7252
4620,393,10,3880
4621,393,16,7253
4622,393,17,7253
4623,393,16,7254
4624,393,19,7255
4625,393,16,7256
4626,393,16,7257
4627,393,19,6564
4628,393,16,7258
4629,393,16,7259
4630,393,19,4400
4631,393,19,4420
4632,393,16,7260
4633,393,16,7261
4634,393,16,7262
4635,393,19,4547
4636,393,19,4563
4637,393,16,7263
4638,393,19,6062
4639,393,19,4777
4640,393,19,7264
4641,393,19,7265
4642,393,19,7266
4643,393,19,7267
4644,393,16,7268
4645,393,19,6629
4646,393,19,7269
4647,393,19,6987
4648,393,19,7270
4649,393,19,7271
4650,393,16,7272
4651,393,16,7273
4652,393,19,7274
4653,393,16,7275
4654,393,16,7276
4655,393,16,7277
4656,393,19,5232
4657,393,16,7278
4658,393,19,7279
4659,393,19,7280
4660,393,19,7281
4661,393,16,7282
4662,393,16,7283
4663,393,12,7284
4664,393,19,7284
4665,393,16,7285
4666,393,16,7286
4667,393,19,7287
4668,393,9,7288
4669,393,27,7288
4670,393,19,7289
4671,393,16,7290
4672,393,16,7291
4673,393,16,7292
4674,393,16,7293
4675,401,8,7294
4676,401,3,4011
4677,401,7,4232
4678,401,9,4621
4679,401,32,4621
4680,401,32,4946
4681,401,8,7295
4682,401,32,5021
4683,401,32,5028
4684,401,32,5071
4685,401,8,7296
4686,401,10,7297
4687,401,32,5171
4688,401,8,5176
4689,401,32,5178
4690,401,32,5185
4691,401,32,5188
4692,401,32,5247
4693,401,32,5283
4694,401,32,5318
4695,401,9,5318
4696,401,32,5319
4697,401,9,5347
4698,401,32,5361
4699,401,32,5377
4700,401,32,5396
4701,401,32,5449
4702,401,32,5547
4703,401,32,5552
4704,401,32,5556
4705,401,32,5558
4706,401,32,5559
4707,401,32,5560
4708,401,32,5562
4709,401,9,5563
4710,401,32,5563
4711,401,32,5564
4712,401,32,5569
4713,401,32,5570
4714,401,32,5572
4715,401,32,5574
4716,401,32,5575
4717,401,32,5576
4718,401,32,5577
4719,401,32,5580
4720,401,32,5581
4721,401,32,5583
4722,401,32,5584
4723,401,9,5585
4724,401,32,5586
4725,401,32,5587
4726,401,32,5588
4727,401,32,5591
4728,401,32,5592
4729,401,32,5596
4730,401,32,5597
4731,401,32,5599
4732,401,32,5600
4733,401,8,5601
4734,401,32,5602
4735,401,32,5604
4736,401,9,5607
4737,401,32,5607
4738,401,32,5611
4739,401,32,5612
4740,401,32,5614
4741,401,32,5618
4742,401,9,5618
4743,401,32,5622
4744,401,32,5623
4745,401,32,5624
4746,401,32,5638
4747,401,32,5668
4748,401,32,5669
4749,401,32,5675
4750,401,32,5684
4751,401,32,5686
4752,401,32,5718
4753,401,3,5787
4754,401,32,5847
4755,401,32,5911
4756,401,32,5942
4757,401,32,5967
4758,401,32,5971
4759,401,32,5974
4760,401,8,5977
4761,401,32,5984
4762,401,32,5985
4763,401,32,5986
4764,401,32,5990
4765,410,2,7298
4766,412,25,5950
4767,412,25,5951
4768,420,5,7299
4769,420,3,4812
4770,420,3,4814
4771,420,3,4819
4772,420,3,4820
4773,420,3,4821
4774,420,3,4822
4775,420,3,4823
4776,420,3,4824
4777,420,3,4825
4778,420,3,4826
4779,420,3,4827
4780,420,3,4828
4781,420,3,4829
4782,420,3,4830
4783,420,3,4832
4784,420,3,4833
4785,420,3,4834
4786,420,3,4835
4787,420,3,4836
4788,420,3,4837
4789,420,3,4838
4790,420,3,4839
4791,420,3,4840
4792,420,3,4842
4793,420,3,4843
4794,420,3,4846
4795,420,3,4847
4796,420,3,4848
4797,420,3,4849
4798,420,3,4850
4799,420,3,4851
4800,420,27,5247
4801,420,8,5605
4802,420,10,5735
4803,420,3,5816
4804,420,5,5926
4805,423,59,4348
4806,423,59,7300
4807,423,6,5123
4808,423,59,7301
4809,423,59,5220
4810,423,59,5626
4811,423,59,5964
4812,423,55,5987
4813,423,59,5989
4814,430,34,3939
4815,437,16,7302
4816,437,16,7303
4817,437,16,7304
4818,437,16,7305
4819,437,16,7306
4820,437,16,7307
4821,437,18,7308
4822,437,18,7309
4823,437,18,7310
4824,437,18,7311
4825,437,18,7312
4826,437,18,7313
4827,437,16,7314
4828,437,17,7314
4829,437,16,7315
4830,437,16,7316
4831,437,17,7316
4832,437,16,7317
4833,437,16,7318
4834,437,4,7319
4835,437,16,6155
4836,437,19,7320
4837,437,18,7320
4838,437,16,7321
4839,437,17,7321
4840,437,16,7322
4841,437,17,7322
4842,437,16,7323
4843,437,17,7323
4844,437,16,7324
4845,437,8,7324
4846,437,17,7324
4847,437,18,7325
4848,437,19,4065
4849,437,16,7326
4850,437,17,7326
4851,437,19,4079
4852,437,19,4133
4853,437,19,6564
4854,437,19,7327
4855,437,16,7328
4856,437,16,7329
4857,437,17,7329
4858,437,16,7330
4859,437,16,7331
4860,437,16,7332
4861,437,16,7333
4862,437,16,7334
4863,437,16,7335
4864,437,16,7336
4865,437,16,7337
4866,437,16,7338
4867,437,16,7339
4868,437,16,7340
4869,437,17,7340
4870,437,19,4400
4871,437,16,7341
4872,437,17,7341
4873,437,8,7342
4874,437,19,4572
4875,437,19,4599
4876,437,19,4603
4877,437,19,4604
4878,437,19,4612
4879,437,19,7343
4880,437,16,7344
4881,437,17,7344
4882,437,19,4622
4883,437,18,7345
4884,437,19,4778
4885,437,19,7346
4886,437,18,7347
4887,437,19,7348
4888,437,18,7349
4889,437,19,7350
4890,437,18,7351
4891,437,18,7352
4892,437,18,7353
4893,437,18,7354
4894,437,18,7355
4895,437,19,7356
4896,437,9,7357
4897,437,16,7358
4898,437,16,7359
4899,437,17,7359
4900,437,16,7360
4901,437,17,7360
4902,437,19,7361
4903,437,19,5004
4904,437,16,7362
4905,437,16,7363
4906,437,16,7364
4907,437,17,7364
4908,437,8,7365
4909,437,16,7365
4910,437,17,7365
4911,437,16,7366
4912,437,16,7367
4913,437,16,7368
4914,437,16,7369
4915,437,19,7370
4916,437,19,7371
4917,437,19,7372
4918,437,19,7373
4919,437,19,7374
4920,437,19,7375
4921,437,19,7376
4922,437,19,7377
4923,437,19,7378
4924,437,19,7379
4925,437,19,7380
4926,437,19,7381
4927,437,19,7382
4928,437,19,7383
4929,437,19,7384
4930,437,19,7385
4931,437,16,7386
4932,437,17,7386
4933,437,16,7387
4934,437,17,7387
4935,437,16,7388
4936,437,8,7388
4937,437,17,7388
4938,437,16,7389
4939,437,16,6085
4940,437,17,6085
4941,437,19,7390
4942,437,4,7391
4943,437,4,7392
4944,437,4,7393
4945,437,16,7394
4946,437,10,6654
4947,437,16,7395
4948,437,17,7395
4949,437,16,6204
4950,437,16,7396
4951,437,19,7397
4952,437,19,7398
4953,437,19,7399
4954,437,19,7400
4955,437,19,7401
4956,437,16,7402
4957,437,19,5232
4958,437,17,7403
4959,437,19,7404
4960,437,16,7405
4961,437,17,7405
4962,437,16,7406
4963,437,17,7406
4964,437,16,7407
4965,437,19,7408
4966,437,16,7409
4967,437,17,7410
4968,437,16,7411
4969,437,49,7412
4970,437,49,7413
4971,437,60,7414
4972,437,49,7415
4973,437,49,7416
4974,437,49,7417
4975,437,49,7418
4976,437,49,7419
4977,437,49,7420
4978,437,49,7421
4979,437,49,7422
4980,437,49,7423
4981,437,49,7424
4982,437,49,7425
4983,437,49,7426
4984,437,49,7427
4985,437,49,7428
4986,437,49,7429
4987,437,49,7430
4988,437,49,7431
4989,437,49,7432
4990,437,49,7433
4991,437,49,7434
4992,437,49,7435
4993,437,49,7436
4994,437,49,7437
4995,437,49,7438
4996,437,49,7439
4997,437,49,7440
4998,437,49,7441
4999,437,49,7442
5000,437,49,7443
5001,437,49,7444
5002,437,49,7445
5003,437,49,7446
5004,437,49,7447
5005,437,49,7448
5006,437,49,7449
5007,437,49,7450
5008,437,49,7451
5009,437,19,5468
5010,437,19,5476
5011,437,19,5482
5012,437,19,7097
5013,437,19,5491
5014,437,16,7452
5015,437,16,7453
5016,437,16,7454
5017,437,16,7455
5018,437,16,7456
5019,437,16,7457
5020,437,16,7458
5021,437,19,5509
5022,437,19,5519
5023,437,19,5527
5024,437,19,7459
5025,437,16,7460
5026,437,16,7461
5027,437,17,7461
5028,437,19,7462
5029,437,16,7463
5030,437,17,7463
5031,437,16,7464
5032,437,16,7465
5033,437,17,7465
5034,437,16,7466
5035,437,17,7466
5036,437,16,7467
5037,437,17,7467
5038,437,16,7468
5039,437,17,7468
5040,437,18,7469
5041,437,16,7470
5042,437,16,7471
5043,437,16,7472
5044,437,16,7473
5045,437,16,7474
5046,437,18,7475
5047,437,16,7476
5048,437,19,7477
5049,437,16,7478
5050,437,17,7478
5051,437,19,7479
5052,437,16,7480
5053,437,17,7480
5054,437,16,7481
5055,437,16,7482
5056,437,19,7483
5057,440,9,5844
5058,444,8,7484
5059,444,8,7485
5060,444,8,7486
5061,444,8,5872
5062,447,8,4096
5063,450,3,4046
5064,450,3,4047
5065,450,3,4048
5066,450,3,4049
5067,450,3,4050
5068,450,3,4051
5069,450,3,4052
5070,450,3,4053
5071,450,3,4054
5072,450,3,4057
5073,450,3,4058
5074,450,3,4059
5075,450,3,4060
5076,450,3,4061
5077,450,3,4062
5078,450,3,4063
5079,450,3,4066
5080,450,3,4067
5081,450,3,4068
5082,450,3,4069
5083,450,3,4070
5084,450,3,4071
5085,450,3,4072
5086,450,3,4073
5087,450,3,4083
5088,450,3,4084
5089,450,3,4086
5090,450,3,4087
5091,450,3,4088
5092,450,3,4091
5093,450,3,4092
5094,450,3,4093
5095,450,8,7487
5096,455,55,7488
5097,455,59,7489
5098,455,59,7490
5099,455,59,5014
5100,455,59,5017
5101,455,59,5079
5102,455,55,7491
5103,455,55,5403
5104,455,59,5826
5105,455,59,5937
5106,456,8,7492
5107,456,8,7493
5108,456,32,7494
5109,456,28,7495
5110,456,8,7496
5111,456,9,7497
5112,456,8,7498
5113,456,9,7499
5114,458,59,3898
5115,458,59,7500
5116,458,59,4007
5117,458,55,7501
5118,458,59,4113
5119,458,59,6008
5120,458,55,7488
5121,458,59,7488
5122,458,59,7502
5123,458,59,5014
5124,458,59,5017
5125,458,59,7503
5126,458,55,7503
5127,458,59,7504
5128,458,59,7505
5129,458,59,5029
5130,458,55,7506
5131,458,59,5115
5132,458,59,5116
5133,458,59,5178
5134,458,59,5182
5135,458,55,5211
5136,458,59,7507
5137,458,59,5407
5138,458,59,5434
5139,458,59,6973
5140,458,59,5449
5141,458,59,5581
5142,458,59,5616
5143,458,59,5619
5144,458,59,7508
5145,458,59,7509
5146,458,59,7510
5147,458,55,7510
5148,466,26,5225
5149,467,8,3821
5150,467,8,4989
5151,467,5,7511
5152,467,5,7512
5153,467,28,7513
5154,467,9,7514
5155,467,10,5653
5156,467,28,7515
5157,467,8,5771
5158,467,8,5830
5159,467,8,5835
5160,467,8,5841
5161,467,9,5883
5162,475,61,4637
5163,475,61,6143
5164,475,61,5026
5165,475,61,7516
5166,475,61,5329
5167,475,30,7517
5168,476,9,7518
5169,477,57,3831
5170,477,57,7519
5171,477,57,7520
5172,479,27,3963
5173,479,8,5139
5174,479,8,5252
5175,479,8,5578
5176,479,27,5990
5177,480,16,7521
5178,480,16,7522
5179,480,18,7523
5180,480,10,7523
5181,480,4,6917
5182,480,16,7524
5183,480,16,7525
5184,480,16,7526
5185,480,16,7527
5186,480,16,6529
5187,480,16,7528
5188,480,19,7529
5189,480,19,7530
5190,480,16,7531
5191,480,16,7532
5192,480,16,7533
5193,480,19,7534
5194,480,16,7535
5195,480,16,7536
5196,480,19,4027
5197,480,16,7537
5198,480,19,7538
5199,480,16,7539
5200,480,19,4076
5201,480,16,7540
5202,480,19,4108
5203,480,19,4117
5204,480,19,4133
5205,480,19,4141
5206,480,19,7541
5207,480,19,4155
5208,480,19,6564
5209,480,16,7542
5210,480,19,4324
5211,480,19,4326
5212,480,19,4335
5213,480,16,7543
5214,480,19,7544
5215,480,19,4400
5216,480,16,7545
5217,480,16,7546
5218,480,16,6954
5219,480,19,7547
5220,480,19,4542
5221,480,19,4544
5222,480,19,6924
5223,480,19,7039
5224,480,19,4560
5225,480,19,6594
5226,480,19,4568
5227,480,19,4579
5228,480,16,7548
5229,480,18,7549
5230,480,16,7550
5231,480,19,4599
5232,480,19,7551
5233,480,19,4603
5234,480,19,4604
5235,480,19,4612
5236,480,16,7552
5237,480,19,4652
5238,480,16,6955
5239,480,19,4777
5240,480,19,4778
5241,480,19,7046
5242,480,19,4781
5243,480,18,7553
5244,480,19,7553
5245,480,16,7554
5246,480,16,7555
5247,480,16,7556
5248,480,16,6625
5249,480,16,7557
5250,480,16,7558
5251,480,16,7559
5252,480,19,6629
5253,480,19,4972
5254,480,16,7560
5255,480,19,4998
5256,480,19,5004
5257,480,16,7561
5258,480,16,7562
5259,480,16,7563
5260,480,16,7564
5261,480,16,7565
5262,480,16,7566
5263,480,16,7567
5264,480,16,7568
5265,480,16,7244
5266,480,16,7569
5267,480,16,7570
5268,480,16,7571
5269,480,19,7572
5270,480,16,7573
5271,480,16,7574
5272,480,16,7575
5273,480,16,6957
5274,480,16,7576
5275,480,16,6958
5276,480,16,7577
5277,480,16,7578
5278,480,16,6939
5279,480,16,7579
5280,480,16,7580
5281,480,16,6960
5282,480,18,7581
5283,480,18,7582
5284,480,19,7583
5285,480,16,7584
5286,480,16,7585
5287,480,16,7586
5288,480,17,7586
5289,480,17,6962
5290,480,19,7069
5291,480,18,7587
5292,480,19,7588
5293,480,19,5232
5294,480,19,5246
5295,480,19,7589
5296,480,19,5276
5297,480,16,7590
5298,480,18,7591
5299,480,18,7592
5300,480,16,7593
5301,480,16,7594
5302,480,18,7595
5303,480,16,7596
5304,480,16,7597
5305,480,16,7598
5306,480,16,7599
5307,480,16,7600
5308,480,19,7601
5309,480,16,7602
5310,480,19,7603
5311,480,16,7604
5312,480,16,7605
5313,480,19,5468
5314,480,19,5476
5315,480,19,5477
5316,480,19,5487
5317,480,19,7097
5318,480,19,5491
5319,480,19,5492
5320,480,19,5509
5321,480,19,5519
5322,480,19,5530
5323,480,18,7606
5324,480,18,7607
5325,480,6,7607
5326,480,10,7607
5327,480,19,7608
5328,480,16,7609
5329,480,16,7610
5330,480,16,7611
5331,480,19,7612
5332,480,16,7613
5333,480,16,7614
5334,480,10,7615
5335,480,16,7616
5336,480,19,7617
5337,480,18,7618
5338,480,16,7618
5339,480,16,7619
5340,480,19,7620
5341,480,18,7621
5342,480,16,7622
5343,480,19,7623
5344,480,19,7624
5345,480,19,7625
5346,480,16,7626
5347,480,16,7627
5348,480,16,7628
5349,480,16,7629
5350,486,59,3828
5351,486,62,4138
5352,486,62,4397
5353,486,59,4585
5354,486,59,7630
5355,486,59,4991
5356,486,59,5206
5357,486,55,7631
5358,486,59,5551
5359,486,59,5571
5360,486,59,5823
5361,486,59,7632
5362,486,59,7633
5363,493,8,6152
5364,493,28,7634
5365,493,32,7635
5366,493,8,7507
5367,493,9,7636
5368,493,32,7637
5369,493,8,7282
5370,493,9,7282
5371,493,8,7508
5372,493,32,7638
5373,493,32,7639
5374,493,8,7640
5375,493,32,7640
5376,493,32,7641
5377,493,32,7642
5378,500,16,3818
5379,500,16,7643
5380,500,16,7644
5381,500,16,7645
5382,500,19,7646
5383,500,32,7647
5384,500,16,7648
5385,500,16,7649
5386,500,16,7650
5387,500,16,7651
5388,500,16,7652
5389,500,16,7500
5390,500,19,4024
5391,500,16,7653
5392,500,16,7654
5393,500,19,4079
5394,500,19,4127
5395,500,19,7030
5396,500,19,4558
5397,500,19,4568
5398,500,16,7655
5399,500,19,4603
5400,500,19,4612
5401,500,19,4778
5402,500,19,7656
5403,500,16,7657
5404,500,16,4903
5405,500,17,4903
5406,500,19,5004
5407,500,16,7658
5408,500,19,7659
5409,500,16,7660
5410,500,16,7661
5411,500,18,7662
5412,500,16,7663
5413,500,8,5405
5414,500,19,5468
5415,500,19,5476
5416,500,19,5491
5417,500,19,5496
5418,500,19,5527
5419,500,19,7664
5420,500,19,7665
5421,500,18,7666
5422,500,16,7667
5423,500,16,7668
5424,504,59,3954
5425,504,59,5093
5426,504,59,7669
5427,504,59,5585
5428,504,59,5911
5429,504,59,5944
5430,504,59,5996
5431,505,8,3833
5432,505,8,6634
5433,505,8,7670
5434,505,16,7671
5435,505,10,6670
5436,505,10,6687
5437,505,16,7672
5438,505,3,6724
5439,505,60,7450
5440,505,60,7673
5441,505,17,6738
5442,505,33,6747
5443,505,16,7674
5444,505,8,7674
5445,505,10,6772
5446,505,10,6773
5447,505,16,7675
5448,505,8,6806
5449,505,10,7676
5450,505,17,6836
5451,506,8,6523
5452,506,8,7677
5453,510,4,3960
5454,514,63,7678
5455,521,44,7679
5456,522,13,5072
5457,522,36,5315
5458,522,13,5330
5459,522,13,2936
5460,522,36,2936
5461,523,64,7680
5462,523,64,3817
5463,523,65,3820
5464,523,66,7681
5465,523,66,7682
5466,523,66,7683
5467,523,66,7684
5468,523,66,7685
5469,523,65,3823
5470,523,66,7686
5471,523,66,7687
5472,523,66,7688
5473,523,66,7689
5474,523,65,3826
5475,523,66,7690
5476,523,64,3828
5477,523,67,3828
5478,523,64,7691
5479,523,66,7692
5480,523,66,7693
5481,523,66,7694
5482,523,66,3796
5483,523,65,3835
5484,523,66,7695
5485,523,66,7696
5486,523,66,7697
5487,523,66,7698
5488,523,66,7699
5489,523,66,7700
5490,523,66,7701
5491,523,66,7702
5492,523,66,7703
5493,523,66,3841
5494,523,65,6513
5495,523,64,3842
5496,523,66,3844
5497,523,64,3847
5498,523,67,3847
5499,523,65,6514
5500,523,65,7704
5501,523,66,7704
5502,523,66,3797
5503,523,64,7705
5504,523,65,3853
5505,523,65,3857
5506,523,65,3858
5507,523,65,3859
5508,523,65,3860
5509,523,65,3861
5510,523,65,3862
5511,523,65,3863
5512,523,65,3864
5513,523,65,3865
5514,523,65,3866
5515,523,65,3867
5516,523,65,3868
5517,523,65,3869
5518,523,65,3870
5519,523,65,3871
5520,523,65,3872
5521,523,66,7706
5522,523,66,7707
5523,523,65,3873
5524,523,65,3874
5525,523,65,3875
5526,523,65,3876
5527,523,65,7008
5528,523,65,6517
5529,523,64,7708
5530,523,66,6518
5531,523,64,6519
5532,523,64,3877
5533,523,65,3880
5534,523,66,7709
5535,523,66,7710
5536,523,64,7711
5537,523,64,3882
5538,523,64,3883
5539,523,68,7011
5540,523,64,7011
5541,523,65,3884
5542,523,66,7712
5543,523,66,3887
5544,523,65,7523
5545,523,66,3890
5546,523,65,3892
5547,523,66,7713
5548,523,66,3893
5549,523,65,3894
5550,523,66,7714
5551,523,66,7715
5552,523,65,3899
5553,523,65,3901
5554,523,64,3902
5555,523,66,7716
5556,523,66,7717
5557,523,66,7718
5558,523,66,7719
5559,523,66,7720
5560,523,66,7721
5561,523,66,7722
5562,523,66,7723
5563,523,66,7724
5564,523,66,7725
5565,523,66,7726
5566,523,66,7727
5567,523,65,7728
5568,523,66,7729
5569,523,66,7730
5570,523,66,3913
5571,523,66,7731
5572,523,66,3916
5573,523,66,7319
5574,523,66,7732
5575,523,66,7733
5576,523,66,6917
5577,523,64,6525
5578,523,64,7734
5579,523,66,7735
5580,523,66,3921
5581,523,64,7015
5582,523,66,7736
5583,523,66,3928
5584,523,64,7737
5585,523,64,3932
5586,523,65,6527
5587,523,65,3933
5588,523,64,7016
5589,523,66,6528
5590,523,65,3936
5591,523,64,7525
5592,523,64,7526
5593,523,68,7526
5594,523,64,7527
5595,523,64,7528
5596,523,64,3935
5597,523,65,3947
5598,523,66,6531
5599,523,64,7531
5600,523,64,7532
5601,523,64,7738
5602,523,65,3957
5603,523,66,3960
5604,523,65,3961
5605,523,65,6532
5606,523,66,7739
5607,523,64,7740
5608,523,65,3965
5609,523,64,7535
5610,523,66,7741
5611,523,66,7742
5612,523,66,7743
5613,523,65,3979
5614,523,65,3980
5615,523,66,7744
5616,523,65,3981
5617,523,65,3983
5618,523,66,7745
5619,523,65,3984
5620,523,65,3985
5621,523,66,7746
5622,523,65,3986
5623,523,65,6537
5624,523,65,3988
5625,523,66,3991
5626,523,66,7747
5627,523,65,6538
5628,523,64,3995
5629,523,66,7748
5630,523,65,3996
5631,523,66,7749
5632,523,65,7298
5633,523,65,3997
5634,523,64,4001
5635,523,65,4002
5636,523,66,7750
5637,523,66,7751
5638,523,66,7752
5639,523,66,7753
5640,523,66,4006
5641,523,66,7754
5642,523,66,7755
5643,523,66,7756
5644,523,66,7757
5645,523,66,7758
5646,523,66,7759
5647,523,66,7760
5648,523,66,7761
5649,523,66,7762
